id,area,center_lat,center_lon,company,name,polygon
UMD,2,64.032599511822,18.949264919206,Vattenfall Eldistribution AB,Umeälven Nedre,"[[18.4655224612, 63.932373429831], [18.473537193915, 63.965883477272], [18.406489072557, 63.996509648943], [18.453766883741, 64.004514837073], [18.185069408285, 64.060515984737], [17.94186734015, 64.096608496401], [17.472239780188, 64.118109408224], [17.646158206439, 64.202823349395], [17.525087890325, 64.300439714088], [17.220292708096, 64.303047115262], [17.254251546798, 64.368928356254], [17.534013338848, 64.468218067681], [17.716624596933, 64.512445878144], [17.718789872267, 64.500471995517], [17.74197038883, 64.4997238805], [17.803556304475, 64.522937106835], [17.842413283102, 64.50348757011], [17.789875237806, 64.483952580997], [17.969650521393, 64.414647970798], [17.969254184797, 64.403079983362], [18.027141805739, 64.380848309126], [18.037511178597, 64.388258646707], [18.049511570946, 64.38406914732], [18.194958117965, 64.398318290264], [18.215466036547, 64.389780490038], [18.249963436593, 64.390204219436], [18.262722482042, 64.3658801067], [18.320700858554, 64.322142326862], [18.302625842992, 64.293368297917], [18.4168173653, 64.235940110102], [18.658405857104, 64.133943985996], [18.795528040671, 64.131336853527], [18.808605427745, 64.25374305026], [19.023396129905, 64.263690542407], [19.002959579408, 64.329474420009], [18.952735347168, 64.335208400656], [18.997295014264, 64.349924547669], [18.972380194888, 64.42741389935], [19.013454821931, 64.474144370459], [19.193446943551, 64.499293295651], [19.426211345909, 64.392393410874], [19.536055953705, 64.409121451059], [19.876367761108, 64.338557869007], [20.067965776807, 64.327795324935], [20.072383645027, 64.306435436164], [19.539655619478, 64.242257680639], [19.675071273478, 64.122961339086], [19.807960053629, 64.129945607304], [19.923952736721, 64.183685617451], [19.988081351676, 64.179000294851], [20.028100819776, 64.154814716703], [20.017919557575, 64.116512515645], [19.940026810529, 64.113188261446], [19.933067631551, 64.122597789971], [19.823268727496, 64.117253948594], [19.793430799149, 64.085354895357], [19.866089683692, 64.085160883885], [19.891151503641, 64.071962101954], [19.940638843672, 64.076696904396], [19.957713115744, 64.027584921368], [19.908317206626, 63.973550140037], [19.933985546311, 63.975774860239], [19.937015252729, 63.982277881826], [19.97349781366, 63.977143181052], [19.960288882363, 63.947415539442], [19.93370069053, 63.949312032169], [19.846515543804, 63.925188539442], [19.903847772541, 63.886540651469], [19.930939601095, 63.881452889029], [19.948086805855, 63.889369600827], [19.982040445468, 63.888847034265], [19.970520334918, 63.869671100777], [19.914465973976, 63.866046169328], [19.862542559868, 63.846119480317], [19.833100845289, 63.843615720143], [19.846989300528, 63.83157997558], [19.819470891703, 63.822792919319], [19.816214900333, 63.790147261281], [19.865315181002, 63.739737014184], [19.755714473119, 63.747445165748], [19.778962809875, 63.730596528907], [19.768900864453, 63.71425950758], [19.786255332413, 63.707701930169], [19.762264479557, 63.696206792714], [19.759973687066, 63.674894091993], [19.722504674607, 63.64147654187], [19.758093962102, 63.584478701444], [19.719523495169, 63.585131188648], [19.716832764674, 63.57547948676], [19.749771179252, 63.526051120454], [19.846755471357, 63.4660963396], [19.602758604655, 63.397450635396], [19.267867785525, 63.321089879163], [19.292660141527, 63.459935321938], [19.189486738214, 63.571030172355], [19.176739037338, 63.600980068145], [19.046761724136, 63.685805752892], [18.99539708608, 63.732027771026], [18.949080326168, 63.729869564851], [18.960170516463, 63.761995038228], [18.899709154282, 63.782024858651], [18.820394793566, 63.773489443223], [18.756542094515, 63.809728323675], [18.711681079136, 63.807312688556], [18.68661104417, 63.819691682933], [18.636181719448, 63.826151799672], [18.591466698525, 63.822626896075], [18.487379465196, 63.841934619732], [18.430074552326, 63.915482795815], [18.402002465014, 63.926913419045], [18.423226883647, 63.934606412532], [18.4655224612, 63.932373429831]]"
UMO,2,65.440051295374,16.424406742567,Vattenfall Eldistribution AB,Umeälven Övre,"[[16.214026812705, 66.144954092126], [16.512899390546, 66.057322332451], [16.586346126593, 66.045382060092], [16.773668900936, 66.032734208714], [17.080540122113, 65.911048548004], [17.209431033728, 65.894261303464], [17.220981045174, 65.851079919132], [17.672913022129, 65.657308621933], [17.751254234591, 65.583101140594], [17.85110104777, 65.623636455732], [18.070116449081, 65.597694943271], [18.135740590532, 65.562662511792], [18.179798322545, 65.569790658397], [18.194468802295, 65.555118667405], [18.306516717394, 65.508739562194], [18.279912786047, 65.495229364681], [18.296650532274, 65.420572981267], [18.338966913459, 65.403901595712], [18.294063800271, 65.354924112649], [18.245482099309, 65.358344762252], [18.164587248301, 65.242905399708], [18.302553945485, 65.202829004523], [18.419226098574, 65.147038464402], [18.414741853398, 65.071099088809], [18.529691866763, 65.040386218054], [18.146655504412, 65.030159540758], [17.911240035785, 64.921100913467], [17.929025328534, 64.879919557911], [17.835045852082, 64.88160234257], [17.741751823058, 64.835921948434], [17.759271765644, 64.822464202323], [17.505220537208, 64.710003022285], [17.547861964043, 64.668879409593], [17.547849478407, 64.599905662728], [17.620582731066, 64.601864317194], [17.716624857632, 64.512445765072], [17.534013558514, 64.468217915484], [17.254251897396, 64.368928251807], [17.220292893791, 64.303047088999], [16.938674022312, 64.55476835046], [16.556683691707, 64.772556196327], [16.104920112511, 64.989486217398], [15.620533492764, 65.151164387795], [15.144736608137, 65.246720459611], [14.497771342512, 65.307605669929], [14.497539957498, 65.523443274085], [14.520937159815, 65.630712898487], [14.546032547059, 65.708537218547], [14.621808268818, 65.811745649929], [14.517703391347, 66.13267235538], [15.0333109452, 66.154153680935], [15.483509531492, 66.281424598468], [15.453195314961, 66.34386558792], [15.765633393637, 66.292241000152], [16.214026812705, 66.144954092126]]"
VMA,2,64.866055851831,15.637086422902,Vattenfall Eldistribution AB,Vilhelmina,"[[17.215438226973, 64.303083608813], [16.935944997894, 64.304907250625], [16.733366414258, 64.362495800546], [16.602382668663, 64.433767800723], [16.377407594444, 64.473791980764], [16.133604220496, 64.555227378573], [15.94956157098, 64.702660214121], [15.47927708403, 64.873626634477], [15.036119719452, 64.679897890726], [14.657262373246, 64.741516340023], [14.681143666211, 64.889779352879], [14.579623512605, 64.892401534087], [14.513078018645, 64.907531198609], [14.47668077021, 64.936884762958], [14.697892448822, 64.991139303103], [14.613671232797, 65.002303137216], [14.32539284325, 65.119375238181], [14.371376243914, 65.246184994316], [14.497771600307, 65.307605783733], [15.144736723735, 65.246720632694], [15.620533737925, 65.151164534961], [16.104920416962, 64.989486342508], [16.556684022457, 64.772556307195], [16.938674389862, 64.554768435778], [17.215438226973, 64.303083608813]]"
VDN,2,64.212544909382,19.834251844026,Skellefteå Kraft Elnät AB,Vindeln,"[[19.557563779053, 64.232463978445], [20.032624231114, 64.303132032733], [20.024513465933, 64.272274995352], [20.102084532177, 64.268868874788], [20.099312923438, 64.240634509211], [20.057824179798, 64.21770271014], [20.074360981206, 64.204178999206], [20.02049236267, 64.16556203132], [19.990434552409, 64.179666504055], [19.921132815777, 64.182791284941], [19.813317776032, 64.128545817204], [19.676082969586, 64.123193791546], [19.557563779053, 64.232463978445]]"
ALL,2,63.765488811955,16.497501884413,E.ON Energidistribution AB,Ådalen Lokal,"[[16.661576712569, 64.290273705898], [16.698240465006, 64.247380708866], [16.733246852003, 64.248560526885], [16.753929465458, 64.229199024054], [16.715680806338, 64.225892528842], [16.875267811109, 64.037246133125], [17.272632659008, 64.066347087626], [17.420789440396, 64.026945960061], [17.576631713608, 63.924541490479], [17.59497087613, 63.891347704618], [17.457276939512, 63.879495657707], [17.335051608812, 63.889309309589], [17.306163143384, 63.739519086926], [17.336924838413, 63.693959019687], [17.264885378335, 63.644540845648], [17.289373649968, 63.622903273436], [17.268736445821, 63.609617245756], [17.301271565161, 63.613394713814], [17.34427142268, 63.576341502362], [17.798147052773, 63.470322616932], [18.043100701374, 63.447535564929], [18.055674073112, 63.483630969069], [17.974011424146, 63.524126662927], [17.989063926331, 63.540342101094], [18.079287903866, 63.528327842871], [18.088973847272, 63.514599542613], [18.117682992572, 63.509696964015], [18.160629715127, 63.514509438905], [18.17633624744, 63.447743280279], [18.258072241301, 63.432823377881], [18.229260257132, 63.383043460635], [18.36365849016, 63.357990268892], [18.511115623921, 63.348605404135], [18.535856251221, 63.314889858412], [18.597302476933, 63.290905753525], [18.643799309166, 63.291467817368], [18.674041336988, 63.270024235839], [18.628902878379, 63.213010662461], [18.656928306749, 63.19763905423], [18.720853142937, 63.181775210227], [18.742254503372, 63.120599044149], [18.795984507938, 63.097013463492], [18.520625654929, 62.879478306138], [18.312593140468, 62.809524237773], [18.093935666487, 62.761909717984], [17.940212049089, 62.799457511084], [17.903528188624, 62.818107874866], [17.907997654843, 62.86814351244], [17.886543397409, 62.875536879359], [17.881623589676, 62.889994244007], [17.905898975489, 62.906840892183], [17.866632492889, 62.910217033874], [17.839385226898, 62.938747331423], [17.802481767371, 62.953670223841], [17.781799832342, 62.94301996638], [17.677285908503, 62.965008863083], [17.512611747526, 62.92407345603], [17.432699908738, 62.927794629157], [17.433294896382, 62.943500123876], [17.370432953632, 62.977179610506], [17.269856727513, 63.002179865242], [17.258334137943, 62.973925057451], [17.316903525624, 62.934509519514], [17.222268738963, 62.908565805545], [17.140681573852, 62.871785695324], [17.119277474412, 62.930630729532], [17.061506021762, 62.953978953439], [16.967278924834, 62.966886908786], [16.673610951025, 63.13407124871], [16.614689271305, 63.113975306273], [16.571252012082, 63.125033060188], [16.430719211053, 63.20199442177], [16.289309998366, 63.237292004287], [16.193788012934, 63.279467330865], [16.124505899419, 63.358160463072], [16.170740445008, 63.392199104142], [16.150178910535, 63.412834502394], [16.102805941767, 63.44907195563], [15.998460567568, 63.467483874506], [15.918105334009, 63.49975277455], [15.863093728385, 63.493734207794], [15.791267628577, 63.524057698882], [15.765653632372, 63.525891764364], [15.659141659789, 63.462334023971], [15.568446620749, 63.47217444629], [15.422439939803, 63.416298881174], [15.38008158, 63.370282605092], [15.341880387783, 63.399890974376], [15.238123089108, 63.4437570689], [15.120085368723, 63.479093124807], [15.077602494461, 63.468193005167], [15.032545964979, 63.488868929194], [15.082090561743, 63.516943940853], [15.034861166539, 63.54040754841], [15.297453079931, 63.604152364304], [15.297720354676, 63.677021650096], [15.192627820346, 63.71534208797], [15.119006509379, 63.757358133824], [14.885219358302, 63.770363423004], [14.841644268133, 63.898278692425], [14.629347039471, 63.959865156797], [14.571972551067, 64.075409514182], [15.114373377251, 64.245585675395], [15.041607912081, 64.368737473212], [14.992428695954, 64.404807045896], [15.058403861953, 64.433440348334], [14.685385537089, 64.578280241682], [14.6763782557, 64.71507947001], [15.174113191925, 64.733441143944], [15.481195521839, 64.871962929851], [15.944715439246, 64.704207043318], [16.138798096079, 64.554099226052], [16.373650011467, 64.474287446173], [16.604273243555, 64.433010478516], [16.765795285795, 64.391260461481], [16.824283014928, 64.354860092511], [16.661576712569, 64.290273705898]]"
ANE,2,62.709061256667,15.785609929616,Härjeåns Nät AB,Ånge,"[[15.117973943584, 62.360505935086], [15.056003891455, 62.386878872227], [15.073156770495, 62.467506156948], [14.805286159689, 62.550596325309], [14.805876225368, 62.568558362874], [14.781027686459, 62.590774694492], [14.86632154788, 62.595452127174], [14.897712173929, 62.621999441979], [14.861414781812, 62.681456166232], [14.866206737381, 62.704142659884], [14.769304396568, 62.748366982561], [14.780679831435, 62.757892222818], [14.948856760911, 62.806565906829], [15.012635233068, 62.774220979621], [15.119686433431, 62.799918239859], [15.225762185309, 62.798912118083], [15.333383711425, 62.771801503356], [15.354059271133, 62.775374385404], [15.255130261115, 62.871551887724], [15.251981088397, 62.908368799458], [15.168991441995, 62.924873385453], [15.053207281799, 62.988300178482], [15.008497370734, 63.042209199328], [15.042023359872, 63.063719810223], [15.11575084991, 63.056243359328], [15.227413889543, 63.116627339504], [15.184180624336, 63.134945624175], [15.130347040998, 63.175582158369], [15.032305063377, 63.188154151444], [14.955115962424, 63.220790270758], [15.044682877949, 63.279206058599], [15.149694726204, 63.261634209729], [15.349700078045, 63.363349106883], [15.391404982107, 63.36338317901], [15.436694212984, 63.347008998011], [15.494872913247, 63.363405326953], [15.503378022927, 63.325842579468], [15.40525849506, 63.202817038099], [15.448055246252, 63.193751580017], [15.443869461853, 63.101986112365], [15.554314046651, 62.935461659933], [15.461498829735, 62.908916296328], [15.60683863858, 62.829331075778], [15.831877157955, 62.793375084293], [15.802575520725, 62.854769980554], [15.847971969198, 62.855473377811], [15.966264606695, 62.897528568564], [16.067182508837, 62.863849328389], [16.395405042123, 62.865085773218], [16.395088226262, 62.931820434917], [16.421255272348, 62.943750297715], [16.445598780303, 62.998697690921], [16.504945481153, 63.056035956029], [16.479967605841, 63.075767133133], [16.543894416519, 63.08441806247], [16.582570272405, 63.115129168351], [16.66252086973, 63.13962175626], [16.998934184517, 62.946805686854], [16.848809429591, 62.929519413085], [16.853985498681, 62.742555212498], [16.499100481218, 62.745018900743], [16.498722559261, 62.679827470863], [16.542781011373, 62.679822651744], [16.534845870122, 62.607015090407], [16.566414011688, 62.592274909771], [16.534446417775, 62.578094001939], [16.550897535443, 62.574591199646], [16.528775892986, 62.494005529318], [16.458258256145, 62.43320398239], [16.427879621646, 62.449141782169], [16.417630905663, 62.43856258576], [16.297089531103, 62.436848671293], [16.174122937335, 62.214123426231], [15.921835084343, 62.278491940855], [15.923568277857, 62.300863912828], [15.582156920551, 62.347769074007], [15.506327628206, 62.339785001171], [15.305274657954, 62.260799655777], [15.214930198502, 62.364328754907], [15.117973943584, 62.360505935086]]"
ASL,2,64.194195470781,17.134037151183,Åsele Elnät AB ,Åsele,"[[16.874919590458, 64.037443300004], [16.710825803438, 64.231916513897], [16.733955869977, 64.23382561727], [16.718414999456, 64.253729439066], [16.694853710359, 64.250753389123], [16.660588047047, 64.291431715686], [16.827572729983, 64.355010082701], [16.961663692272, 64.303155826368], [17.522330058055, 64.304839185806], [17.631177646921, 64.208025316408], [17.369426316556, 64.045124472662], [17.279928411508, 64.073714941196], [16.874919590458, 64.037443300004]]"
OVK,2,63.289654291069,18.781202476534,Övik Energi Nät AB,Örnsköldsvik,"[[18.721523596239, 63.27813699254], [18.709600739558, 63.272430281353], [18.709122481165, 63.282676392682], [18.691975874288, 63.28638694321], [18.692203769091, 63.298419803151], [18.723740233049, 63.312890090516], [18.696566992755, 63.326360021696], [18.732167435904, 63.322833079036], [18.749985233309, 63.331730485218], [18.741445913875, 63.341289886199], [18.764271670083, 63.344737761067], [18.866314905242, 63.273689770169], [18.845281977053, 63.243019398163], [18.828273305321, 63.239105695404], [18.773052960482, 63.25437828401], [18.721523596239, 63.27813699254]]"
ALS,3,57.937843944965,12.51612017626,Alingsås Energi Nät AB,Alingsås,"[[12.541137110832, 57.998835032639], [12.570975662675, 57.972805539294], [12.616249820162, 57.974282106918], [12.62396874076, 57.960486285933], [12.646137960741, 57.959165658616], [12.659174934829, 57.948558350118], [12.642914477621, 57.948507729464], [12.614125621324, 57.924823361448], [12.561936529469, 57.907329434616], [12.518551032084, 57.902051647111], [12.513667970342, 57.881158157494], [12.450090675674, 57.877480115381], [12.446997526496, 57.901435248872], [12.416832479284, 57.902879464044], [12.408404938028, 57.894795679009], [12.398656475289, 57.906347471847], [12.420334371365, 57.942523010038], [12.452377845574, 57.973044275501], [12.541137110832, 57.998835032639]]"
AMS,3,58.238745539644,14.217239784612,Almnäs Bruk AB,Almnäs,"[[14.288564577976, 58.280282382677], [14.249992070496, 58.170140316583], [14.228325078136, 58.170466209446], [14.203619282655, 58.189676267706], [14.220815415989, 58.203411706003], [14.140819051981, 58.211139103724], [14.148026977308, 58.2555507382], [14.171997532657, 58.28741891302], [14.288564577976, 58.280282382677]]"
ARD,3,58.33512404475,13.376496588857,Vattenfall Eldistribution AB,Ardala,"[[13.291106635516, 58.441263767132], [13.324418296492, 58.44206468573], [13.324193135372, 58.432186824241], [13.354530902612, 58.420387633126], [13.335940161738, 58.395150471042], [13.362679518585, 58.382800023143], [13.376017462151, 58.36263841019], [13.470062016396, 58.348654689451], [13.468042324837, 58.336335653866], [13.561283214106, 58.323540002716], [13.484352854729, 58.262933482145], [13.58907338213, 58.252711006545], [13.574025126928, 58.235485866325], [13.545253794518, 58.231154035789], [13.547739590502, 58.22216826199], [13.522630508897, 58.203057468279], [13.488259751771, 58.208570680616], [13.480209513398, 58.244956611121], [13.43891025717, 58.244175037398], [13.38933959202, 58.255155199696], [13.40507972292, 58.276420710505], [13.367565531491, 58.293150624672], [13.375233540341, 58.3103414614], [13.335301690699, 58.31286827386], [13.341572712014, 58.323932989712], [13.37137025476, 58.325050510528], [13.351875680688, 58.34002060687], [13.326854748624, 58.34672435269], [13.286723036851, 58.341224867849], [13.278111003689, 58.346147595096], [13.252786684149, 58.3362100944], [13.240583064429, 58.344914203253], [13.197043804898, 58.349929506202], [13.23382475799, 58.365706465363], [13.225487065312, 58.380348468357], [13.186791161433, 58.380597944829], [13.148467981393, 58.408484786214], [13.160804048436, 58.419453617107], [13.247856166857, 58.431617276564], [13.254352737708, 58.440387295561], [13.291106635516, 58.441263767132]]"
ARV,3,59.687260388998,12.618636269527,Arvika Teknik AB,Arvika,"[[12.597391741087, 59.784883057064], [12.63890672344, 59.789376391213], [12.698279144582, 59.725141537216], [12.69405445237, 59.684161184067], [12.744469389302, 59.661635845306], [12.714441498281, 59.620202812238], [12.60321324538, 59.620079843014], [12.58585734948, 59.601691786848], [12.532509400932, 59.625737457509], [12.532709752527, 59.652010899774], [12.522774471325, 59.652136190422], [12.516151028394, 59.670489843931], [12.529673285243, 59.6730786312], [12.50470130645, 59.693550187056], [12.552968167314, 59.74080883211], [12.542653475937, 59.756649358822], [12.609243704111, 59.75789192302], [12.597391741087, 59.784883057064]]"
AVE,3,60.148468486366,16.245069035191,Vattenfall Eldistribution AB,Avesta,"[[16.208598110603, 60.243037742587], [16.221082423624, 60.231126056704], [16.253710138776, 60.223308648494], [16.565274707115, 60.160128035204], [16.529578199291, 60.153753127406], [16.524337090599, 60.138713286901], [16.435447697795, 60.124219057939], [16.404168062375, 60.102625227258], [16.424317779722, 60.039856213713], [16.275515574039, 60.057602660642], [16.127136586648, 60.094563538964], [16.081203773046, 60.0928723878], [16.041324651743, 60.136509020636], [15.960912829906, 60.152367691606], [15.967034936589, 60.186471215453], [16.019318539164, 60.18238987158], [16.054105249286, 60.197337521944], [16.053783776252, 60.208408714389], [16.068766072192, 60.208178687069], [16.092237955117, 60.230525479001], [16.180586438743, 60.254481235746], [16.208598110603, 60.243037742587]]"
BEF,3,59.033380950528,12.218248087399,Bengtsfors Energi Nät AB,Bengtsfors,"[[12.1829263231, 58.99483704172], [12.178058232932, 59.038580627243], [12.212474921037, 59.069686832456], [12.274491270483, 59.049071440587], [12.272720614238, 59.033248396925], [12.240541906495, 59.038516504128], [12.250135516086, 59.019446964798], [12.210045557932, 58.99885035416], [12.1829263231, 58.99483704172]]"
BGO,3,59.829101626535,15.982603281693,Vattenfall Eldistribution AB,Bergslagen Östra,"[[16.694016641577, 60.042087653048], [16.750549054301, 60.015766717177], [16.735887233892, 59.998684197621], [16.785900382893, 59.967264717195], [16.799089271896, 59.938915782954], [16.686200460436, 59.959555905942], [16.62017899289, 59.959925295678], [16.585291803606, 59.978657396246], [16.585715910239, 60.017620224032], [16.562094836938, 60.008504145017], [16.513459588169, 60.005825038295], [16.525866336079, 59.974666022058], [16.487813537187, 59.967861112823], [16.4984475934, 59.962416792401], [16.473742113634, 59.934255070393], [16.529939245176, 59.928114728019], [16.535644721992, 59.90951749743], [16.507796931662, 59.904937495469], [16.511439053791, 59.899471991257], [16.538251674634, 59.903743560221], [16.561283405403, 59.890213359143], [16.548945265871, 59.878176741981], [16.560510924976, 59.870911593665], [16.5884576016, 59.882130809178], [16.618114761185, 59.875503315988], [16.636379409332, 59.891558215176], [16.65759435181, 59.882440351198], [16.68265209504, 59.884072504196], [16.798380727764, 59.92996214804], [16.801528663268, 59.915565834828], [16.860675551756, 59.863005999805], [16.854438318389, 59.853787985044], [16.839140216937, 59.859583559019], [16.803006072382, 59.845489791787], [16.823925210914, 59.829160631277], [16.841815729658, 59.830817499102], [16.819898247875, 59.788495264066], [16.757445400791, 59.758017924751], [16.707797464496, 59.770284566118], [16.689109274028, 59.758698504495], [16.614591086931, 59.759392071917], [16.5867995245, 59.768236615105], [16.575385980714, 59.789172703757], [16.544756614701, 59.78970307782], [16.534458714224, 59.807725644559], [16.506088431442, 59.815065780805], [16.520428652687, 59.818581623173], [16.470895770851, 59.838601926318], [16.481454517494, 59.831362550665], [16.463367960734, 59.818878782156], [16.416030975429, 59.826515137756], [16.377682085445, 59.813889518958], [16.36391050456, 59.818836149883], [16.340822588215, 59.79275523499], [16.284402917969, 59.774739233589], [16.294930242346, 59.76392171735], [16.283736113497, 59.728033058191], [16.308202711978, 59.699198488382], [16.272441296835, 59.683161658868], [16.257991165824, 59.665246992953], [16.147972080415, 59.66917293673], [16.130201407655, 59.667421622571], [16.126564897132, 59.65844810239], [16.027190264595, 59.660449454859], [16.009517380084, 59.673053242589], [16.002636586133, 59.710789621114], [15.94576310682, 59.712658700114], [15.867488594441, 59.680382369258], [15.863871705484, 59.642657956883], [15.831940757992, 59.642668051335], [15.846096038889, 59.612124735282], [15.863816379596, 59.61032146842], [15.885019594427, 59.583363178045], [15.870832441929, 59.57259189637], [15.849596887007, 59.57799009826], [15.824802410356, 59.565420622989], [15.824787613397, 59.53847325], [15.782358379955, 59.518710708675], [15.715172703049, 59.527663703052], [15.715201619136, 59.516884762192], [15.630351316021, 59.520391034004], [15.590319094279, 59.539869205747], [15.583994434539, 59.581401772666], [15.410278595919, 59.597160346693], [15.38173097284, 59.613239533348], [15.349072092166, 59.668821337697], [15.373694567075, 59.686869479891], [15.387948809149, 59.683322906873], [15.423326431674, 59.696006033782], [15.40894245784, 59.710335320929], [15.362633373771, 59.717372649302], [15.362252471641, 59.746114979852], [15.252260753546, 59.725935921806], [15.237821022602, 59.738449681553], [15.237424246892, 59.761802791269], [15.279809212568, 59.78353692726], [15.258138712027, 59.801412655408], [15.244001410191, 59.794167541394], [15.161686919857, 59.868260832349], [15.195272907988, 59.925091907908], [15.295424590774, 59.927314295597], [15.370211377494, 59.954529175299], [15.470445401613, 59.958414948008], [15.509617080232, 59.983658686274], [15.534927206129, 59.956766953691], [15.610189264297, 59.947918249914], [15.62816810621, 59.933572763966], [15.681831482846, 59.939023190004], [15.71411136106, 59.915696659503], [15.739150355377, 59.915711778893], [15.82498283256, 59.890578128559], [15.864309204556, 59.895955624554], [15.875055712617, 59.90672870776], [15.864334234383, 59.910327098459], [15.896590428803, 59.935458370132], [16.077753115413, 59.953715924342], [16.092939597987, 59.936020907676], [16.120901417256, 59.941482990241], [16.16364538603, 59.960708867515], [16.142108142918, 59.970534359416], [16.21856848772, 59.997516363399], [16.355715166422, 59.968636653862], [16.400004718907, 59.973033612893], [16.396527950178, 59.987752036287], [16.422585191161, 60.004259830367], [16.424669312504, 60.040029222559], [16.404232891564, 60.101200553971], [16.436446190966, 60.123813190033], [16.525317891965, 60.138298260834], [16.53097984731, 60.153548738624], [16.712202419454, 60.186604191809], [16.745992795877, 60.135795653811], [16.713196629381, 60.089549964556], [16.692037341615, 60.083063973052], [16.714122256765, 60.058873211705], [16.694016641577, 60.042087653048]]"
BKE,3,58.052601187464,12.520163244709,Bjärke Energi ek för,Bjärke,"[[12.54467187828, 58.2026207871], [12.662766204797, 58.184531725414], [12.675711039985, 58.189539959991], [12.690803289913, 58.181238806961], [12.702333419645, 58.165591392852], [12.689718480555, 58.158827413848], [12.703751569581, 58.150587192771], [12.685540688319, 58.130121116439], [12.713578099557, 58.097136328251], [12.689550551436, 58.08175086916], [12.712725121014, 58.056085344885], [12.681151192556, 58.029941019565], [12.690181927715, 58.007143156699], [12.668614375829, 57.994782555046], [12.629049122962, 57.989377304819], [12.622771335347, 57.975765754663], [12.594937165113, 57.971236006784], [12.570975455668, 57.972805395319], [12.541137120152, 57.998834835419], [12.483281641839, 57.985948928229], [12.447627412596, 57.970764432267], [12.420334683562, 57.942522936521], [12.398656819264, 57.906347496867], [12.408405036595, 57.89479568735], [12.356346479086, 57.895343710202], [12.346072990198, 57.889427001262], [12.306840954719, 57.901537487835], [12.304185197871, 57.888846390548], [12.284501317407, 57.885138575496], [12.238025009753, 57.889386531862], [12.235831538244, 57.909495357235], [12.248912433951, 57.909052612463], [12.250742103487, 57.918701302737], [12.281466477249, 57.918430133051], [12.282549988503, 57.929598333187], [12.29944232954, 57.92470208791], [12.315227605419, 57.965878426753], [12.372741691717, 57.986664848808], [12.359676175423, 58.009745047838], [12.351435045721, 58.005574813722], [12.34105162467, 58.013080853535], [12.36936216394, 58.026440832396], [12.37880623829, 58.041256895356], [12.392972036528, 58.03813575803], [12.409699442181, 58.054692441324], [12.422830992801, 58.055698913733], [12.436419438512, 58.095518646775], [12.464312876999, 58.103622468624], [12.481935694515, 58.135588363598], [12.496834976377, 58.13431900018], [12.496107943531, 58.150847575777], [12.484641333702, 58.149040393306], [12.478950041621, 58.157161126705], [12.487620538098, 58.178014893695], [12.473133483341, 58.193228835641], [12.54467187828, 58.2026207871]]"
